JPG,X_axis, Y_axis, Width, Height, CLASS, PNG
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-116.jpg,2,0,246,153,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_132.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-134.jpg,114,0,41,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_133.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-141.jpg,105,10,61,246,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_134.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-151.jpg,16,10,240,141,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_135.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-169.jpg,144,12,72,240,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_136.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-186.jpg,83,4,58,245,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_137.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-204.jpg,94,1,65,250,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_138.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-222.jpg,27,32,15,46,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_139.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7014-240.jpg,143,3,26,241,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_140.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-23.jpg,148,231,29,19,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_141.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-30.jpg,71,30,36,88,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_142.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-33.jpg,122,2,15,42,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_143.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-51.jpg,74,1,46,153,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_144.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-52.jpg,16,189,157,63,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_145.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-58.jpg,0,101,252,154,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_146.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-62.jpg,240,0,16,20,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_147.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-76.jpg,2,19,210,237,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_148.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-79.jpg,198,0,58,48,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_149.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-80.jpg,0,44,196,212,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_150.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-87.jpg,193,2,63,67,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_151.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-88.jpg,0,72,256,162,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_152.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-94.jpg,1,230,32,26,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_153.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-96.jpg,27,2,229,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_154.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-97.jpg,2,233,13,23,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_155.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-105.jpg,8,0,248,201,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_156.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-111.jpg,120,2,47,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_157.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-123.jpg,0,27,120,229,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_158.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-129.jpg,38,2,195,251,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_159.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-140.jpg,228,1,28,30,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_160.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-141.jpg,0,24,193,232,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_161.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-146.jpg,146,144,10,10,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_162.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-147.jpg,192,2,62,52,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_163.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-158.jpg,0,57,166,197,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_164.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-164.jpg,133,0,123,83,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_165.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-175.jpg,7,75,101,46,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_166.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-176.jpg,157,201,14,39,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_167.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-181.jpg,0,189,40,65,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_168.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-182.jpg,116,173,78,81,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_169.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-193.jpg,79,112,65,113,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_170.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-199.jpg,38,139,13,16,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_171.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-211.jpg,36,5,9,20,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_172.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-217.jpg,76,151,29,105,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_173.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-229.jpg,2,112,253,144,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_174.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-235.jpg,165,60,71,155,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_175.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7015-247.jpg,1,14,250,159,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_176.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-29.jpg,0,169,73,84,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_177.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-47.jpg,6,2,250,151,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_178.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-65.jpg,2,3,124,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_179.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-82.jpg,1,151,229,105,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_180.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-83.jpg,217,1,39,28,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_181.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-86.jpg,0,17,59,239,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_182.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-87.jpg,62,0,14,42,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_183.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-100.jpg,2,8,89,132,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_184.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-101.jpg,39,1,74,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_185.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-104.jpg,110,0,146,225,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_186.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-118.jpg,0,205,39,50,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_187.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-121.jpg,34,2,222,217,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_188.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-136.jpg,0,212,65,44,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_189.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-153.jpg,139,84,117,172,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_190.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-154.jpg,65,0,191,207,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_191.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-171.jpg,0,206,172,50,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_192.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-184.jpg,174,1,82,73,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_193.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-185.jpg,0,64,239,192,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_194.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-189.jpg,208,2,48,108,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_195.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-203.jpg,0,109,252,102,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_196.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-204.jpg,0,8,101,248,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_197.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-206.jpg,26,3,215,253,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_198.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-207.jpg,241,2,15,17,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_199.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-224.jpg,0,15,237,241,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_200.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7016-242.jpg,210,151,46,102,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_201.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-9.jpg,13,2,236,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_202.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-13.jpg,222,1,33,36,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_203.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-21.jpg,0,6,254,110,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_204.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-26.jpg,1,147,90,109,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_205.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-32.jpg,2,30,254,226,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_206.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-33.jpg,11,27,245,38,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_207.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-43.jpg,1,56,248,52,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_208.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-51.jpg,2,2,254,91,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_209.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-52.jpg,9,84,247,129,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_210.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-53.jpg,2,158,253,97,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_211.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-60.jpg,0,2,16,147,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_212.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-61.jpg,0,32,15,116,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_213.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-71.jpg,198,43,16,46,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_214.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-72.jpg,1,68,31,149,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_215.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-76.jpg,135,1,121,52,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_216.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-77.jpg,4,0,245,256,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_217.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-82.jpg,2,202,71,54,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_218.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-100.jpg,25,1,217,255,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_219.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-112.jpg,57,0,199,79,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_220.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-118.jpg,0,71,255,88,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_221.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-130.jpg,1,148,67,108,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_222.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-133.jpg,2,0,253,240,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_223.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-136.jpg,142,123,114,133,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_224.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-148.jpg,140,102,116,152,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_225.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-166.jpg,2,0,42,90,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_226.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-226.jpg,57,2,90,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_227.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-240.jpg,0,0,146,232,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_228.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7017-244.jpg,146,4,110,163,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_229.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-6.jpg,0,164,80,92,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_230.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-7.jpg,237,188,19,67,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_231.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-25.jpg,2,0,230,186,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_232.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-26.jpg,221,45,26,51,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_233.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-44.jpg,76,0,179,177,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_234.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-45.jpg,1,0,186,122,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_235.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-46.jpg,0,168,144,88,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_236.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-64.jpg,119,46,133,209,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_237.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-65.jpg,124,0,132,51,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_238.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-83.jpg,0,44,255,200,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_239.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-84.jpg,0,239,101,17,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_240.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-102.jpg,7,0,120,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_241.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-120.jpg,65,0,189,54,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_242.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-121.jpg,2,47,254,152,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_243.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-126.jpg,0,196,67,60,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_244.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-139.jpg,141,172,108,71,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_245.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-140.jpg,206,1,50,215,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_246.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-158.jpg,16,8,231,166,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_247.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-159.jpg,54,0,202,99,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_248.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-177.jpg,2,103,254,125,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_249.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-218.jpg,52,51,204,201,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_250.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-225.jpg,0,0,119,59,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_251.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-233.jpg,5,2,27,204,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_252.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-243.jpg,158,137,14,56,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_253.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7018-245.jpg,12,4,64,240,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_254.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-1.jpg,0,211,120,43,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_255.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-2.jpg,58,1,84,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_256.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-20.jpg,197,26,56,230,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_257.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-21.jpg,125,3,130,138,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_258.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-39.jpg,2,139,165,115,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_259.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-40.jpg,240,189,14,65,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_260.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-58.jpg,3,4,54,189,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_261.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-59.jpg,55,24,14,26,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_262.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-71.jpg,157,3,67,251,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_263.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-73.jpg,166,4,90,104,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_264.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-77.jpg,2,91,222,163,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_265.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-95.jpg,185,209,71,46,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_266.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-96.jpg,0,1,240,211,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_267.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-114.jpg,164,3,35,252,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_268.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-115.jpg,220,1,36,99,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_269.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-133.jpg,0,95,222,159,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_270.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-134.jpg,71,155,184,99,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_271.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-152.jpg,1,1,186,163,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_272.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-153.jpg,0,2,34,240,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_273.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-171.jpg,165,2,89,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_274.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-172.jpg,2,179,254,57,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_275.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-173.jpg,1,18,255,211,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_276.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-191.jpg,2,159,254,95,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_277.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-209.jpg,7,2,249,176,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_278.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-210.jpg,2,92,253,71,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_279.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-229.jpg,1,2,255,254,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_280.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-247.jpg,0,47,256,106,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_281.png
C:\Users\USER\Downloads\SDNET2018\yanghee\crack\7019-248.jpg,0,0,76,51,crack,C:\Users\USER\Downloads\SDNET2018\yanghee\PixelLabelData_New\Label_282.png
